MEDC_ID,MEDC_CD,MEDC_NAME,MEDC_COND,MEDC_CATG,MANF_BRND,EXEC_ID
1164,245,Medicament245,Cond8,CategoryMed50,MarqueMed19,12345
1165,246,Medicament246,Cond13,CategoryMed7,MarqueMed17,12345
1166,247,Medicament247,Cond6,CategoryMed36,MarqueMed21,12345
1167,248,Medicament248,Cond8,CategoryMed16,MarqueMed23,12345
1168,249,Medicament249,Cond5,CategoryMed32,MarqueMed1,12345
1169,25,Medicament25,Cond8,CategoryMed4,MarqueMed7,12345
1170,250,Medicament250,Cond3,CategoryMed2,MarqueMed22,12345
1171,251,Medicament251,Cond13,CategoryMed50,MarqueMed1,12345
1172,252,Medicament252,Cond2,CategoryMed5,MarqueMed13,12345
1173,253,Medicament253,Cond7,CategoryMed10,MarqueMed5,12345
1174,254,Medicament254,Cond3,CategoryMed28,MarqueMed9,12345
1175,255,Medicament255,Cond9,CategoryMed45,MarqueMed18,12345
1176,256,Medicament256,Cond6,CategoryMed15,MarqueMed19,12345
1177,257,Medicament257,Cond12,CategoryMed6,MarqueMed9,12345
1178,258,Medicament258,Cond8,CategoryMed39,MarqueMed23,12345
1179,259,Medicament259,Cond13,CategoryMed40,MarqueMed18,12345
1180,26,Medicament26,Cond5,CategoryMed10,MarqueMed4,12345
1181,260,Medicament260,Cond4,CategoryMed50,MarqueMed2,12345
1182,261,Medicament261,Cond9,CategoryMed48,MarqueMed4,12345
1183,262,Medicament262,Cond4,CategoryMed16,MarqueMed14,12345
1184,263,Medicament263,Cond6,CategoryMed19,MarqueMed4,12345
1185,264,Medicament264,Cond8,CategoryMed26,MarqueMed1,12345
1186,265,Medicament265,Cond12,CategoryMed15,MarqueMed7,12345
1187,266,Medicament266,Cond3,CategoryMed36,MarqueMed20,12345
1188,267,Medicament267,Cond6,CategoryMed18,MarqueMed5,12345
1189,268,Medicament268,Cond6,CategoryMed42,MarqueMed22,12345
1190,269,Medicament269,Cond4,CategoryMed28,MarqueMed20,12345
1191,27,Medicament27,Cond6,CategoryMed37,MarqueMed10,12345
1192,270,Medicament270,Cond4,CategoryMed28,MarqueMed4,12345
1193,271,Medicament271,Cond12,CategoryMed28,MarqueMed3,12345
1194,272,Medicament272,Cond9,CategoryMed12,MarqueMed3,12345
1195,273,Medicament273,Cond4,CategoryMed43,MarqueMed23,12345
1196,274,Medicament274,Cond11,CategoryMed5,MarqueMed10,12345
1197,275,Medicament275,Cond10,CategoryMed9,MarqueMed21,12345
1198,276,Medicament276,Cond13,CategoryMed38,MarqueMed2,12345
1199,277,Medicament277,Cond10,CategoryMed49,MarqueMed3,12345
1200,278,Medicament278,Cond7,CategoryMed11,MarqueMed13,12345
1201,279,Medicament279,Cond11,CategoryMed15,MarqueMed20,12345
1202,28,Medicament28,Cond8,CategoryMed48,MarqueMed3,12345
1203,280,Medicament280,Cond9,CategoryMed16,MarqueMed10,12345
1204,281,Medicament281,Cond8,CategoryMed22,MarqueMed9,12345
1205,282,Medicament282,Cond5,CategoryMed4,MarqueMed11,12345
1206,283,Medicament283,Cond9,CategoryMed26,MarqueMed14,12345
1207,284,Medicament284,Cond7,CategoryMed42,MarqueMed10,12345
1208,285,Medicament285,Cond5,CategoryMed29,MarqueMed22,12345
1209,286,Medicament286,Cond12,CategoryMed37,MarqueMed12,12345
1210,287,Medicament287,Cond13,CategoryMed31,MarqueMed1,12345
1211,288,Medicament288,Cond6,CategoryMed24,MarqueMed7,12345
1212,289,Medicament289,Cond3,CategoryMed35,MarqueMed16,12345
1213,29,Medicament29,Cond1,CategoryMed20,MarqueMed14,12345
1214,290,Medicament290,Cond3,CategoryMed21,MarqueMed15,12345
1215,291,Medicament291,Cond1,CategoryMed42,MarqueMed1,12345
1216,292,Medicament292,Cond10,CategoryMed12,MarqueMed14,12345
1217,293,Medicament293,Cond6,CategoryMed2,MarqueMed21,12345
1218,294,Medicament294,Cond6,CategoryMed10,MarqueMed7,12345
1219,295,Medicament295,Cond9,CategoryMed10,MarqueMed13,12345
1220,296,Medicament296,Cond8,CategoryMed20,MarqueMed7,12345
1221,297,Medicament297,Cond8,CategoryMed13,MarqueMed20,12345
1222,298,Medicament298,Cond13,CategoryMed46,MarqueMed17,12345
1223,299,Medicament299,Cond4,CategoryMed3,MarqueMed3,12345
1224,3,Medicament3,Cond8,CategoryMed36,MarqueMed18,12345
1225,30,Medicament30,Cond3,CategoryMed21,MarqueMed1,12345
1226,300,Medicament300,Cond2,CategoryMed50,MarqueMed20,12345
1227,301,Medicament301,Cond8,CategoryMed5,MarqueMed1,12345
1228,302,Medicament302,Cond6,CategoryMed41,MarqueMed15,12345
1229,303,Medicament303,Cond2,CategoryMed4,MarqueMed12,12345
1230,304,Medicament304,Cond3,CategoryMed47,MarqueMed14,12345
1231,305,Medicament305,Cond5,CategoryMed2,MarqueMed18,12345
1232,306,Medicament306,Cond1,CategoryMed7,MarqueMed15,12345
1233,307,Medicament307,Cond4,CategoryMed34,MarqueMed8,12345
1234,308,Medicament308,Cond6,CategoryMed18,MarqueMed12,12345
1235,309,Medicament309,Cond1,CategoryMed25,MarqueMed18,12345
1236,31,Medicament31,Cond9,CategoryMed10,MarqueMed1,12345
1237,310,Medicament310,Cond7,CategoryMed19,MarqueMed6,12345
1238,311,Medicament311,Cond6,CategoryMed22,MarqueMed17,12345
1239,312,Medicament312,Cond3,CategoryMed3,MarqueMed4,12345
1240,313,Medicament313,Cond11,CategoryMed14,MarqueMed11,12345
1241,314,Medicament314,Cond6,CategoryMed1,MarqueMed4,12345
1242,315,Medicament315,Cond1,CategoryMed35,MarqueMed9,12345
1243,316,Medicament316,Cond10,CategoryMed25,MarqueMed6,12345
1244,317,Medicament317,Cond8,CategoryMed35,MarqueMed17,12345
1245,318,Medicament318,Cond4,CategoryMed9,MarqueMed2,12345
1246,319,Medicament319,Cond9,CategoryMed36,MarqueMed2,12345
1247,32,Medicament32,Cond4,CategoryMed36,MarqueMed6,12345
1248,320,Medicament320,Cond10,CategoryMed29,MarqueMed3,12345
1249,321,Medicament321,Cond3,CategoryMed21,MarqueMed12,12345
1250,322,Medicament322,Cond7,CategoryMed10,MarqueMed18,12345
1251,323,Medicament323,Cond5,CategoryMed19,MarqueMed20,12345
1252,324,Medicament324,Cond1,CategoryMed21,MarqueMed1,12345
1253,325,Medicament325,Cond13,CategoryMed43,MarqueMed10,12345
1254,326,Medicament326,Cond1,CategoryMed20,MarqueMed2,12345
1255,327,Medicament327,Cond8,CategoryMed9,MarqueMed5,12345
1256,328,Medicament328,Cond12,CategoryMed47,MarqueMed7,12345
1257,329,Medicament329,Cond4,CategoryMed38,MarqueMed10,12345
1258,33,Medicament33,Cond5,CategoryMed48,MarqueMed21,12345
1259,330,Medicament330,Cond11,CategoryMed24,MarqueMed10,12345
1260,331,Medicament331,Cond3,CategoryMed35,MarqueMed9,12345
1261,332,Medicament332,Cond13,CategoryMed24,MarqueMed5,12345
1262,333,Medicament333,Cond10,CategoryMed49,MarqueMed16,12345
1263,334,Medicament334,Cond1,CategoryMed31,MarqueMed21,12345
1264,335,Medicament335,Cond6,CategoryMed26,MarqueMed17,12345
1265,336,Medicament336,Cond7,CategoryMed41,MarqueMed7,12345
1266,337,Medicament337,Cond8,CategoryMed44,MarqueMed2,12345
1267,338,Medicament338,Cond9,CategoryMed32,MarqueMed5,12345
1268,339,Medicament339,Cond9,CategoryMed10,MarqueMed17,12345
1269,34,Medicament34,Cond7,CategoryMed44,MarqueMed20,12345
1270,340,Medicament340,Cond1,CategoryMed37,MarqueMed20,12345
1271,341,Medicament341,Cond9,CategoryMed21,MarqueMed2,12345
1272,342,Medicament342,Cond7,CategoryMed45,MarqueMed5,12345
1273,343,Medicament343,Cond2,CategoryMed26,MarqueMed6,12345
1274,344,Medicament344,Cond7,CategoryMed20,MarqueMed1,12345
1275,345,Medicament345,Cond4,CategoryMed31,MarqueMed15,12345
1276,346,Medicament346,Cond12,CategoryMed15,MarqueMed21,12345
1277,347,Medicament347,Cond1,CategoryMed28,MarqueMed15,12345
1278,348,Medicament348,Cond12,CategoryMed39,MarqueMed11,12345
1279,349,Medicament349,Cond2,CategoryMed25,MarqueMed16,12345
1280,35,Medicament35,Cond4,CategoryMed30,MarqueMed3,12345
1281,350,Medicament350,Cond10,CategoryMed11,MarqueMed5,12345
1282,351,Medicament351,Cond11,CategoryMed19,MarqueMed17,12345
1283,352,Medicament352,Cond6,CategoryMed16,MarqueMed9,12345
1284,353,Medicament353,Cond7,CategoryMed44,MarqueMed11,12345
1285,354,Medicament354,Cond7,CategoryMed32,MarqueMed18,12345
1286,355,Medicament355,Cond5,CategoryMed7,MarqueMed17,12345
1287,356,Medicament356,Cond9,CategoryMed3,MarqueMed21,12345
1288,357,Medicament357,Cond6,CategoryMed17,MarqueMed1,12345
1289,358,Medicament358,Cond11,CategoryMed29,MarqueMed12,12345
1290,359,Medicament359,Cond4,CategoryMed43,MarqueMed8,12345
1291,36,Medicament36,Cond9,CategoryMed41,MarqueMed5,12345
1292,360,Medicament360,Cond4,CategoryMed8,MarqueMed15,12345
1293,361,Medicament361,Cond10,CategoryMed41,MarqueMed18,12345
1294,362,Medicament362,Cond4,CategoryMed7,MarqueMed13,12345
1295,363,Medicament363,Cond1,CategoryMed41,MarqueMed23,12345
1296,364,Medicament364,Cond13,CategoryMed3,MarqueMed6,12345
1297,365,Medicament365,Cond12,CategoryMed50,MarqueMed15,12345
1298,366,Medicament366,Cond5,CategoryMed20,MarqueMed20,12345
1299,367,Medicament367,Cond9,CategoryMed37,MarqueMed8,12345
1300,368,Medicament368,Cond4,CategoryMed19,MarqueMed17,12345
1301,369,Medicament369,Cond12,CategoryMed8,MarqueMed20,12345
1302,37,Medicament37,Cond1,CategoryMed13,MarqueMed22,12345
1303,370,Medicament370,Cond10,CategoryMed4,MarqueMed17,12345
1304,371,Medicament371,Cond7,CategoryMed13,MarqueMed9,12345
1305,372,Medicament372,Cond1,CategoryMed10,MarqueMed5,12345
1306,373,Medicament373,Cond6,CategoryMed14,MarqueMed13,12345
1307,374,Medicament374,Cond2,CategoryMed47,MarqueMed11,12345
1308,375,Medicament375,Cond8,CategoryMed20,MarqueMed19,12345
1309,376,Medicament376,Cond7,CategoryMed32,MarqueMed3,12345
1310,377,Medicament377,Cond5,CategoryMed26,MarqueMed19,12345
1311,378,Medicament378,Cond10,CategoryMed29,MarqueMed18,12345
1312,379,Medicament379,Cond12,CategoryMed25,MarqueMed14,12345
1313,38,Medicament38,Cond13,CategoryMed28,MarqueMed12,12345
1314,380,Medicament380,Cond5,CategoryMed16,MarqueMed16,12345
1315,381,Medicament381,Cond13,CategoryMed37,MarqueMed10,12345
1316,382,Medicament382,Cond10,CategoryMed13,MarqueMed22,12345
1317,383,Medicament383,Cond2,CategoryMed5,MarqueMed4,12345
1318,384,Medicament384,Cond9,CategoryMed2,MarqueMed13,12345
1319,385,Medicament385,Cond5,CategoryMed18,MarqueMed17,12345
1320,386,Medicament386,Cond3,CategoryMed23,MarqueMed4,12345
1321,387,Medicament387,Cond5,CategoryMed17,MarqueMed17,12345
1322,388,Medicament388,Cond6,CategoryMed19,MarqueMed3,12345
1323,389,Medicament389,Cond3,CategoryMed37,MarqueMed6,12345
1324,39,Medicament39,Cond11,CategoryMed49,MarqueMed9,12345
1325,390,Medicament390,Cond13,CategoryMed12,MarqueMed9,12345
1326,391,Medicament391,Cond7,CategoryMed11,MarqueMed5,12345
1327,392,Medicament392,Cond7,CategoryMed11,MarqueMed7,12345
1328,393,Medicament393,Cond2,CategoryMed1,MarqueMed12,12345
1329,394,Medicament394,Cond7,CategoryMed50,MarqueMed14,12345
1330,395,Medicament395,Cond6,CategoryMed38,MarqueMed5,12345
1331,396,Medicament396,Cond5,CategoryMed35,MarqueMed7,12345
1332,397,Medicament397,Cond7,CategoryMed13,MarqueMed11,12345
1333,398,Medicament398,Cond1,CategoryMed36,MarqueMed14,12345
1334,399,Medicament399,Cond3,CategoryMed33,MarqueMed9,12345
1335,4,Medicament4,Cond13,CategoryMed18,MarqueMed14,12345
1336,40,Medicament40,Cond2,CategoryMed5,MarqueMed3,12345
1337,400,Medicament400,Cond5,CategoryMed7,MarqueMed21,12345
1338,401,Medicament401,Cond9,CategoryMed27,MarqueMed23,12345
1339,402,Medicament402,Cond1,CategoryMed29,MarqueMed3,12345
1340,403,Medicament403,Cond3,CategoryMed14,MarqueMed17,12345
1341,404,Medicament404,Cond7,CategoryMed21,MarqueMed5,12345
1342,405,Medicament405,Cond8,CategoryMed16,MarqueMed18,12345
1343,406,Medicament406,Cond5,CategoryMed3,MarqueMed10,12345
1344,407,Medicament407,Cond1,CategoryMed18,MarqueMed9,12345
1345,408,Medicament408,Cond4,CategoryMed7,MarqueMed13,12345
1346,409,Medicament409,Cond7,CategoryMed5,MarqueMed22,12345
1347,41,Medicament41,Cond7,CategoryMed19,MarqueMed17,12345
1348,410,Medicament410,Cond13,CategoryMed42,MarqueMed1,12345
1349,411,Medicament411,Cond10,CategoryMed36,MarqueMed13,12345
1350,412,Medicament412,Cond13,CategoryMed46,MarqueMed4,12345
1351,413,Medicament413,Cond9,CategoryMed15,MarqueMed11,12345
1352,414,Medicament414,Cond3,CategoryMed45,MarqueMed10,12345
1353,415,Medicament415,Cond2,CategoryMed22,MarqueMed11,12345
1354,416,Medicament416,Cond5,CategoryMed42,MarqueMed12,12345
1355,417,Medicament417,Cond7,CategoryMed21,MarqueMed17,12345
1356,418,Medicament418,Cond13,CategoryMed2,MarqueMed21,12345
1357,419,Medicament419,Cond6,CategoryMed33,MarqueMed9,12345
1358,42,Medicament42,Cond13,CategoryMed2,MarqueMed18,12345
1359,420,Medicament420,Cond1,CategoryMed20,MarqueMed9,12345
1360,421,Medicament421,Cond10,CategoryMed42,MarqueMed2,12345
1361,422,Medicament422,Cond13,CategoryMed20,MarqueMed23,12345
1362,423,Medicament423,Cond8,CategoryMed19,MarqueMed14,12345
1363,424,Medicament424,Cond6,CategoryMed39,MarqueMed6,12345
1364,425,Medicament425,Cond2,CategoryMed19,MarqueMed15,12345
1365,426,Medicament426,Cond10,CategoryMed7,MarqueMed2,12345
1366,427,Medicament427,Cond9,CategoryMed49,MarqueMed21,12345
1367,428,Medicament428,Cond12,CategoryMed44,MarqueMed6,12345
1368,429,Medicament429,Cond1,CategoryMed7,MarqueMed19,12345
1369,43,Medicament43,Cond11,CategoryMed45,MarqueMed14,12345
1370,430,Medicament430,Cond3,CategoryMed37,MarqueMed23,12345
1371,431,Medicament431,Cond5,CategoryMed29,MarqueMed16,12345
1372,432,Medicament432,Cond7,CategoryMed30,MarqueMed15,12345
1373,433,Medicament433,Cond4,CategoryMed34,MarqueMed23,12345
1374,434,Medicament434,Cond1,CategoryMed36,MarqueMed5,12345
1375,435,Medicament435,Cond6,CategoryMed29,MarqueMed12,12345
1376,436,Medicament436,Cond9,CategoryMed30,MarqueMed1,12345
1377,437,Medicament437,Cond7,CategoryMed22,MarqueMed23,12345
1378,438,Medicament438,Cond2,CategoryMed16,MarqueMed13,12345
1379,439,Medicament439,Cond1,CategoryMed36,MarqueMed7,12345
1380,44,Medicament44,Cond2,CategoryMed21,MarqueMed2,12345
1381,440,Medicament440,Cond5,CategoryMed4,MarqueMed14,12345
1382,441,Medicament441,Cond7,CategoryMed16,MarqueMed23,12345
1383,442,Medicament442,Cond10,CategoryMed36,MarqueMed17,12345
1384,443,Medicament443,Cond5,CategoryMed10,MarqueMed6,12345
1385,444,Medicament444,Cond1,CategoryMed42,MarqueMed7,12345
1386,445,Medicament445,Cond3,CategoryMed14,MarqueMed13,12345
1387,446,Medicament446,Cond4,CategoryMed10,MarqueMed21,12345
1388,447,Medicament447,Cond6,CategoryMed26,MarqueMed1,12345
1389,448,Medicament448,Cond9,CategoryMed40,MarqueMed16,12345
1390,449,Medicament449,Cond2,CategoryMed22,MarqueMed23,12345
1391,45,Medicament45,Cond2,CategoryMed13,MarqueMed4,12345
1392,450,Medicament450,Cond13,CategoryMed42,MarqueMed22,12345
1393,451,Medicament451,Cond4,CategoryMed37,MarqueMed3,12345
1394,452,Medicament452,Cond4,CategoryMed38,MarqueMed10,12345
1395,453,Medicament453,Cond11,CategoryMed7,MarqueMed16,12345
1396,454,Medicament454,Cond4,CategoryMed41,MarqueMed19,12345
1397,455,Medicament455,Cond11,CategoryMed21,MarqueMed1,12345
1398,456,Medicament456,Cond4,CategoryMed12,MarqueMed18,12345
1399,457,Medicament457,Cond3,CategoryMed11,MarqueMed22,12345
1400,458,Medicament458,Cond4,CategoryMed50,MarqueMed22,12345
1401,459,Medicament459,Cond1,CategoryMed42,MarqueMed18,12345
1402,46,Medicament46,Cond6,CategoryMed50,MarqueMed18,12345
1403,460,Medicament460,Cond4,CategoryMed43,MarqueMed23,12345
1404,461,Medicament461,Cond7,CategoryMed25,MarqueMed17,12345
1405,462,Medicament462,Cond8,CategoryMed17,MarqueMed16,12345
1406,463,Medicament463,Cond6,CategoryMed29,MarqueMed12,12345
1407,464,Medicament464,Cond11,CategoryMed3,MarqueMed20,12345
1408,465,Medicament465,Cond7,CategoryMed3,MarqueMed2,12345
1409,466,Medicament466,Cond10,CategoryMed5,MarqueMed13,12345
1410,467,Medicament467,Cond4,CategoryMed15,MarqueMed17,12345
1411,468,Medicament468,Cond12,CategoryMed39,MarqueMed12,12345
1412,469,Medicament469,Cond5,CategoryMed45,MarqueMed23,12345
1413,47,Medicament47,Cond12,CategoryMed41,MarqueMed22,12345
1414,470,Medicament470,Cond5,CategoryMed18,MarqueMed21,12345
1415,471,Medicament471,Cond3,CategoryMed31,MarqueMed15,12345
1416,472,Medicament472,Cond1,CategoryMed33,MarqueMed8,12345
1417,473,Medicament473,Cond13,CategoryMed35,MarqueMed12,12345
1418,474,Medicament474,Cond5,CategoryMed22,MarqueMed9,12345
1419,475,Medicament475,Cond13,CategoryMed34,MarqueMed11,12345
1420,476,Medicament476,Cond1,CategoryMed7,MarqueMed23,12345
1421,477,Medicament477,Cond5,CategoryMed22,MarqueMed14,12345
1422,478,Medicament478,Cond6,CategoryMed34,MarqueMed4,12345
1423,479,Medicament479,Cond11,CategoryMed24,MarqueMed8,12345
1424,48,Medicament48,Cond13,CategoryMed28,MarqueMed2,12345
1425,480,Medicament480,Cond5,CategoryMed21,MarqueMed5,12345
1426,481,Medicament481,Cond1,CategoryMed5,MarqueMed20,12345
1427,482,Medicament482,Cond10,CategoryMed15,MarqueMed22,12345
1428,483,Medicament483,Cond13,CategoryMed7,MarqueMed8,12345
1429,484,Medicament484,Cond5,CategoryMed1,MarqueMed3,12345
1430,485,Medicament485,Cond13,CategoryMed40,MarqueMed14,12345
1431,486,Medicament486,Cond13,CategoryMed10,MarqueMed20,12345
1432,487,Medicament487,Cond1,CategoryMed7,MarqueMed5,12345
1433,488,Medicament488,Cond2,CategoryMed23,MarqueMed11,12345
1434,489,Medicament489,Cond6,CategoryMed38,MarqueMed10,12345
1435,49,Medicament49,Cond6,CategoryMed46,MarqueMed1,12345
1436,490,Medicament490,Cond11,CategoryMed26,MarqueMed16,12345
1437,491,Medicament491,Cond5,CategoryMed13,MarqueMed15,12345
1438,492,Medicament492,Cond2,CategoryMed32,MarqueMed5,12345
1439,493,Medicament493,Cond13,CategoryMed27,MarqueMed9,12345
1440,494,Medicament494,Cond10,CategoryMed10,MarqueMed13,12345
1441,495,Medicament495,Cond3,CategoryMed32,MarqueMed21,12345
1442,496,Medicament496,Cond11,CategoryMed34,MarqueMed14,12345
1443,497,Medicament497,Cond5,CategoryMed32,MarqueMed18,12345
1444,498,Medicament498,Cond13,CategoryMed31,MarqueMed8,12345
1445,499,Medicament499,Cond9,CategoryMed3,MarqueMed7,12345
1446,5,Medicament5,Cond11,CategoryMed21,MarqueMed11,12345
1447,50,Medicament50,Cond7,CategoryMed39,MarqueMed11,12345
1448,500,Medicament500,Cond4,CategoryMed14,MarqueMed5,12345
1449,501,Medicament501,Cond7,CategoryMed31,MarqueMed7,12345
1450,502,Medicament502,Cond6,CategoryMed24,MarqueMed6,12345
1451,503,Medicament503,Cond10,CategoryMed19,MarqueMed7,12345
1452,504,Medicament504,Cond12,CategoryMed4,MarqueMed19,12345
1453,505,Medicament505,Cond1,CategoryMed21,MarqueMed15,12345
1454,506,Medicament506,Cond1,CategoryMed44,MarqueMed19,12345
1455,507,Medicament507,Cond8,CategoryMed29,MarqueMed18,12345
1456,508,Medicament508,Cond7,CategoryMed34,MarqueMed5,12345
1457,509,Medicament509,Cond3,CategoryMed48,MarqueMed6,12345
1458,51,Medicament51,Cond7,CategoryMed11,MarqueMed19,12345
1459,510,Medicament510,Cond3,CategoryMed30,MarqueMed13,12345
1460,511,Medicament511,Cond6,CategoryMed34,MarqueMed6,12345
1461,512,Medicament512,Cond13,CategoryMed29,MarqueMed23,12345
1462,513,Medicament513,Cond8,CategoryMed16,MarqueMed11,12345
1463,514,Medicament514,Cond12,CategoryMed3,MarqueMed14,12345
1464,515,Medicament515,Cond6,CategoryMed49,MarqueMed19,12345
1465,516,Medicament516,Cond2,CategoryMed16,MarqueMed3,12345
1466,517,Medicament517,Cond8,CategoryMed29,MarqueMed17,12345
1467,518,Medicament518,Cond2,CategoryMed9,MarqueMed12,12345
1468,519,Medicament519,Cond6,CategoryMed50,MarqueMed9,12345
1469,52,Medicament52,Cond12,CategoryMed44,MarqueMed13,12345
1470,520,Medicament520,Cond5,CategoryMed36,MarqueMed7,12345
1471,521,Medicament521,Cond5,CategoryMed41,MarqueMed6,12345
1472,522,Medicament522,Cond7,CategoryMed44,MarqueMed16,12345
1473,523,Medicament523,Cond4,CategoryMed34,MarqueMed2,12345
1474,524,Medicament524,Cond9,CategoryMed30,MarqueMed7,12345
1475,525,Medicament525,Cond7,CategoryMed1,MarqueMed19,12345
1476,526,Medicament526,Cond9,CategoryMed23,MarqueMed6,12345
1477,527,Medicament527,Cond9,CategoryMed31,MarqueMed10,12345
1478,528,Medicament528,Cond12,CategoryMed1,MarqueMed8,12345
1479,529,Medicament529,Cond9,CategoryMed41,MarqueMed1,12345
1480,53,Medicament53,Cond4,CategoryMed28,MarqueMed12,12345
1481,530,Medicament530,Cond3,CategoryMed23,MarqueMed18,12345
1482,531,Medicament531,Cond13,CategoryMed11,MarqueMed20,12345
1483,532,Medicament532,Cond9,CategoryMed11,MarqueMed8,12345
1484,533,Medicament533,Cond7,CategoryMed25,MarqueMed6,12345
1485,534,Medicament534,Cond4,CategoryMed14,MarqueMed21,12345
1486,535,Medicament535,Cond8,CategoryMed42,MarqueMed13,12345
1487,536,Medicament536,Cond8,CategoryMed10,MarqueMed3,12345
1488,537,Medicament537,Cond13,CategoryMed8,MarqueMed14,12345
1489,538,Medicament538,Cond13,CategoryMed44,MarqueMed10,12345
1490,539,Medicament539,Cond8,CategoryMed38,MarqueMed15,12345
1491,54,Medicament54,Cond7,CategoryMed46,MarqueMed17,12345
1492,540,Medicament540,Cond3,CategoryMed40,MarqueMed18,12345
1493,541,Medicament541,Cond13,CategoryMed30,MarqueMed9,12345
1494,542,Medicament542,Cond12,CategoryMed16,MarqueMed5,12345
1495,543,Medicament543,Cond2,CategoryMed30,MarqueMed12,12345
1496,544,Medicament544,Cond10,CategoryMed8,MarqueMed11,12345
1497,545,Medicament545,Cond12,CategoryMed1,MarqueMed10,12345
1498,546,Medicament546,Cond3,CategoryMed40,MarqueMed2,12345
1499,547,Medicament547,Cond6,CategoryMed35,MarqueMed7,12345
1500,548,Medicament548,Cond8,CategoryMed50,MarqueMed16,12345
1501,549,Medicament549,Cond8,CategoryMed14,MarqueMed7,12345
1502,55,Medicament55,Cond12,CategoryMed17,MarqueMed16,12345
1503,550,Medicament550,Cond10,CategoryMed29,MarqueMed15,12345
1504,551,Medicament551,Cond7,CategoryMed42,MarqueMed7,12345
1505,552,Medicament552,Cond9,CategoryMed25,MarqueMed11,12345
1506,553,Medicament553,Cond7,CategoryMed45,MarqueMed14,12345
1507,554,Medicament554,Cond8,CategoryMed48,MarqueMed7,12345
1508,555,Medicament555,Cond6,CategoryMed18,MarqueMed1,12345
1509,556,Medicament556,Cond2,CategoryMed22,MarqueMed8,12345
1510,557,Medicament557,Cond13,CategoryMed21,MarqueMed12,12345
1511,558,Medicament558,Cond11,CategoryMed19,MarqueMed3,12345
1512,559,Medicament559,Cond13,CategoryMed12,MarqueMed19,12345
1513,56,Medicament56,Cond11,CategoryMed36,MarqueMed10,12345
1514,560,Medicament560,Cond12,CategoryMed29,MarqueMed4,12345
1515,561,Medicament561,Cond8,CategoryMed42,MarqueMed8,12345
1516,562,Medicament562,Cond8,CategoryMed33,MarqueMed1,12345
1517,563,Medicament563,Cond8,CategoryMed46,MarqueMed6,12345
1518,564,Medicament564,Cond2,CategoryMed1,MarqueMed12,12345
1519,565,Medicament565,Cond4,CategoryMed44,MarqueMed3,12345
1520,566,Medicament566,Cond10,CategoryMed14,MarqueMed21,12345
1521,567,Medicament567,Cond2,CategoryMed41,MarqueMed2,12345
1522,568,Medicament568,Cond10,CategoryMed42,MarqueMed1,12345
1523,569,Medicament569,Cond11,CategoryMed37,MarqueMed6,12345
1524,57,Medicament57,Cond1,CategoryMed40,MarqueMed11,12345
1525,570,Medicament570,Cond8,CategoryMed41,MarqueMed7,12345
1526,571,Medicament571,Cond12,CategoryMed38,MarqueMed9,12345
1527,572,Medicament572,Cond1,CategoryMed24,MarqueMed9,12345
1528,573,Medicament573,Cond2,CategoryMed16,MarqueMed18,12345
1529,574,Medicament574,Cond3,CategoryMed7,MarqueMed8,12345
1530,575,Medicament575,Cond10,CategoryMed15,MarqueMed3,12345
1531,576,Medicament576,Cond4,CategoryMed48,MarqueMed2,12345
1532,577,Medicament577,Cond3,CategoryMed11,MarqueMed22,12345
1533,578,Medicament578,Cond13,CategoryMed1,MarqueMed13,12345
1534,579,Medicament579,Cond9,CategoryMed42,MarqueMed3,12345
1535,58,Medicament58,Cond9,CategoryMed31,MarqueMed2,12345
1536,580,Medicament580,Cond9,CategoryMed13,MarqueMed1,12345
1537,581,Medicament581,Cond5,CategoryMed6,MarqueMed6,12345
1538,582,Medicament582,Cond6,CategoryMed21,MarqueMed14,12345
1539,583,Medicament583,Cond5,CategoryMed41,MarqueMed6,12345
1540,584,Medicament584,Cond6,CategoryMed13,MarqueMed9,12345
1541,585,Medicament585,Cond13,CategoryMed5,MarqueMed9,12345
1542,586,Medicament586,Cond1,CategoryMed29,MarqueMed20,12345
1543,587,Medicament587,Cond13,CategoryMed27,MarqueMed5,12345
1544,588,Medicament588,Cond3,CategoryMed31,MarqueMed7,12345
1545,589,Medicament589,Cond6,CategoryMed27,MarqueMed7,12345
1546,59,Medicament59,Cond7,CategoryMed49,MarqueMed15,12345
1547,590,Medicament590,Cond10,CategoryMed45,MarqueMed7,12345
1548,591,Medicament591,Cond13,CategoryMed47,MarqueMed13,12345
1549,592,Medicament592,Cond10,CategoryMed48,MarqueMed10,12345
1550,593,Medicament593,Cond4,CategoryMed9,MarqueMed3,12345
1551,594,Medicament594,Cond11,CategoryMed6,MarqueMed9,12345
1552,595,Medicament595,Cond7,CategoryMed34,MarqueMed9,12345
1553,596,Medicament596,Cond3,CategoryMed48,MarqueMed5,12345
1554,597,Medicament597,Cond6,CategoryMed7,MarqueMed18,12345
1555,598,Medicament598,Cond2,CategoryMed21,MarqueMed4,12345
1556,599,Medicament599,Cond5,CategoryMed40,MarqueMed17,12345
1557,6,Medicament6,Cond11,CategoryMed39,MarqueMed13,12345
1558,60,Medicament60,Cond10,CategoryMed26,MarqueMed17,12345
1559,600,Medicament600,Cond1,CategoryMed26,MarqueMed23,12345
1560,601,Medicament601,Cond12,CategoryMed29,MarqueMed8,12345
1561,602,Medicament602,Cond7,CategoryMed1,MarqueMed23,12345
